transaction_id,date,agency,vendor_id,contract_type,amount,description,currency,is_anomaly
28c97675,2025-03-03,Ministry of Rural Development,Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),543062.76,Road construction under PMGSY,INR,0
c8e4dc39,2025-12-14,Ministry of Railways,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),967404.17,Track renewal works for Northern Zone,INR,0
8ea6bd16,2025-09-01,Ministry of Railways,Hindustan Construction Co,Item Rate,8363145.83,Facilitation fee for clearance,INR,1
a4d7d03b,2025-09-29,Ministry of Defence,GMR Infrastructure,Item Rate,1636358.29,Procurement of spare parts for vehicles,INR,0
78612a9f,2025-03-28,Ministry of Health & Family Welfare,Tata Projects Ltd,Consultancy,505828.73,Procurement of vaccines,INR,0
dbd44d7c,2025-09-27,Ministry of Defence,Bharat Electronics Ltd,Lump Sum,3031589.94,Maintenance of cantonment roads,INR,0
542b47ab,2025-03-10,NHAI (National Highways Authority of India),Reliance Infrastructure,Lump Sum,3627068.66,Road safety consultancy services,INR,0
7480a16e,2025-03-01,Ministry of Defence,Reliance Infrastructure,Consultancy,641335.83,Procurement of spare parts for vehicles,INR,0
3eec1cb8,2025-10-09,Ministry of Defence,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),2893194.81,Supply of high-altitude clothing,INR,0
b0a78070,2025-01-14,Ministry of Health & Family Welfare,Patanjali Ayurved,EPC (Engineering Procurement Construction),503001.08,Procurement of vaccines,INR,0
62fd4294,2025-03-18,NHAI (National Highways Authority of India),Infosys Ltd,Item Rate,24859645.14,Miscellaneous liaisoning charges,INR,1
2e72fc0f,2026-01-04,NHAI (National Highways Authority of India),Reliance Infrastructure,Item Rate,575048.61,Construction of 4-lane highway section km 10-50,INR,0
cb81ab11,2025-07-09,NHAI (National Highways Authority of India),Reliance Infrastructure,Lump Sum,12989426.76,Toll plaza operation and maintenance,INR,0
b3c1d587,2025-04-09,Ministry of Rural Development,Larsen & Toubro Ltd,Lump Sum,619748.91,Road construction under PMGSY,INR,0
a01a592d,2025-03-03,Ministry of Defence,GMR Infrastructure,Lump Sum,2464329.66,Procurement of spare parts for vehicles,INR,0
b0e154e4,2025-12-23,CPWD (Central Public Works Department),Hindustan Construction Co,EPC (Engineering Procurement Construction),1520142.84,Renovation of government quarters,INR,0
c561ffec,2025-09-27,NHAI (National Highways Authority of India),Reliance Infrastructure,Item Rate,1159074.81,Construction of 4-lane highway section km 10-50,INR,0
4a7e5af0,2025-04-08,Ministry of Defence,Rail Vikas Nigam Ltd,Consultancy,118610.5,Maintenance of cantonment roads,INR,0
bf84a1f4,2025-02-10,NHAI (National Highways Authority of India),Shapoorji Pallonji Group,Lump Sum,1027713.5,Toll plaza operation and maintenance,INR,0
0405b019,2025-09-12,Ministry of Railways,Patanjali Ayurved,Consultancy,503180.18,Procurement of rolling stock components,INR,0
adc316fb,2025-08-19,CPWD (Central Public Works Department),Wipro Government Solutions,Consultancy,5094251.71,Electrical maintenance of Shastri Bhawan,INR,0
9c972ad7,2025-12-16,Ministry of Health & Family Welfare,Adani Enterprises,Lump Sum,85077924.97,Ghost material entry for site #99,INR,1
814ce072,2025-06-24,NHAI (National Highways Authority of India),Wipro Government Solutions,EPC (Engineering Procurement Construction),2059100.22,Road safety consultancy services,INR,0
4210207b,2025-04-18,CPWD (Central Public Works Department),Infosys Ltd,EPC (Engineering Procurement Construction),476965.81,Electrical maintenance of Shastri Bhawan,INR,0
6268bd1c,2025-05-31,CPWD (Central Public Works Department),Infosys Ltd,Lump Sum,1308077.14,Electrical maintenance of Shastri Bhawan,INR,0
02117106,2025-07-24,Ministry of Defence,Bharat Electronics Ltd,Item Rate,3679561.51,Supply of high-altitude clothing,INR,0
9670041c,2025-09-22,Ministry of Health & Family Welfare,Infosys Ltd,Item Rate,190044.99,Hospital management works,INR,0
6733b12b,2025-02-28,Ministry of Defence,Bharat Electronics Ltd,Lump Sum,264090.88,Procurement of spare parts for vehicles,INR,0
6e5b33b4,2025-10-08,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,Item Rate,468024.19,Construction of 4-lane highway section Phase-2,INR,0
144481f8,2025-07-11,CPWD (Central Public Works Department),Infosys Ltd,Lump Sum,119741.31,Electrical maintenance of Parliament Annexe,INR,0
06a9305d,2025-10-01,Ministry of Rural Development,Patanjali Ayurved,Lump Sum,2057665.56,Water conservation project,INR,0
616fb639,2025-05-18,CPWD (Central Public Works Department),Tata Projects Ltd,Item Rate,178332.15,Horticulture works for central vista,INR,0
a0b936b3,2025-02-04,CPWD (Central Public Works Department),GMR Infrastructure,Consultancy,7300181.03,Electrical maintenance of Parliament Annexe,INR,0
14cf999e,2025-02-04,Ministry of Defence,Patanjali Ayurved,Consultancy,270988.28,Maintenance of cantonment roads,INR,0
08eec057,2025-11-24,Ministry of Defence,Patanjali Ayurved,Item Rate,11193192.06,Supply of high-altitude clothing,INR,0
6ca35849,2025-10-23,Ministry of Railways,Rail Vikas Nigam Ltd,Lump Sum,76786.98,Track renewal works for Southern Zone,INR,0
67cd998a,2025-12-14,CPWD (Central Public Works Department),GMR Infrastructure,Consultancy,1496027.81,Electrical maintenance of Parliament Annexe,INR,0
364a60c7,2025-05-30,CPWD (Central Public Works Department),Hindustan Construction Co,EPC (Engineering Procurement Construction),315854.63,Electrical maintenance of Nirman Bhawan,INR,0
10facd37,2025-10-16,Ministry of Health & Family Welfare,Hindustan Construction Co,Consultancy,1659427.03,Supply of medical equipment for AIIMS,INR,0
8f3cd297,2025-11-23,Ministry of Railways,Adani Enterprises,EPC (Engineering Procurement Construction),833880.95,Signalling modernization for Mumbai CST,INR,0
53e3b09e,2025-03-29,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,699246.84,Toll plaza operation and maintenance,INR,0
be8291cb,2025-03-08,Ministry of Rural Development,Infosys Ltd,Lump Sum,2345973.32,Water conservation project,INR,0
ed7ac301,2025-10-24,Ministry of Defence,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),1599043.26,Maintenance of cantonment roads,INR,0
1e39ab52,2025-08-31,Ministry of Railways,Reliance Infrastructure,EPC (Engineering Procurement Construction),148295.31,Procurement of rolling stock components,INR,0
5d2bd376,2025-07-30,Ministry of Health & Family Welfare,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),306811.02,Hospital management works,INR,0
6f9b4b4b,2025-04-17,Ministry of Health & Family Welfare,Hindustan Construction Co,Consultancy,2400000.0,Ghost material entry for site #99,INR,1
3abb38aa,2025-12-07,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Item Rate,566867.86,Hospital management works,INR,0
abbddb0b,2025-07-23,Ministry of Railways,Patanjali Ayurved,Item Rate,9282246.5,Track renewal works for Eastern Zone,INR,0
0ade45c2,2025-01-18,Ministry of Defence,Reliance Infrastructure,Consultancy,1254614.9,Supply of high-altitude clothing,INR,0
89d6116c,2025-12-08,Ministry of Defence,Reliance Infrastructure,Consultancy,15036706.36,Maintenance of cantonment roads,INR,0
dba924de,2025-06-02,Ministry of Railways,Wipro Government Solutions,Item Rate,475590.52,Signalling modernization for Chennai Central,INR,0
fef9d8a2,2025-05-18,Ministry of Defence,Tata Projects Ltd,Consultancy,5861748.39,Procurement of spare parts for vehicles,INR,0
c205867b,2025-02-13,Ministry of Defence,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),165026.14,Maintenance of cantonment roads,INR,0
f2a90181,2025-08-15,NHAI (National Highways Authority of India),Bharat Electronics Ltd,EPC (Engineering Procurement Construction),573450.3,Road safety consultancy services,INR,0
2f061fe0,2025-05-23,Ministry of Rural Development,Patanjali Ayurved,EPC (Engineering Procurement Construction),1275902.41,Skill development training program,INR,0
cdd2274c,2025-08-07,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Item Rate,316796.52,Road safety consultancy services,INR,0
2f725892,2025-10-21,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Item Rate,172606.65,Supply of medical equipment for AIIMS,INR,0
46771652,2025-04-03,Ministry of Health & Family Welfare,Infosys Ltd,Lump Sum,1698012.48,Hospital management works,INR,0
2f755bef,2025-08-23,CPWD (Central Public Works Department),GMR Infrastructure,Item Rate,5990319.11,Electrical maintenance of Shastri Bhawan,INR,0
72c19408,2025-03-13,Ministry of Health & Family Welfare,Infosys Ltd,Item Rate,11800000.0,Miscellaneous liaisoning charges,INR,1
e73e6c0a,2025-09-22,Ministry of Rural Development,Hindustan Construction Co,Item Rate,2468088.64,Water conservation project,INR,0
c0c65756,2025-04-22,Ministry of Rural Development,Larsen & Toubro Ltd,Lump Sum,13900000.0,Urgent supply - Vendor TBD,INR,1
a7d2f3c5,2025-02-10,Ministry of Health & Family Welfare,Bharat Electronics Ltd,Consultancy,4983243.31,Supply of medical equipment for AIIMS,INR,0
9b9ecb1e,2025-06-22,Ministry of Railways,Wipro Government Solutions,EPC (Engineering Procurement Construction),92891.81,Track renewal works for Eastern Zone,INR,0
00dbf870,2025-12-17,Ministry of Rural Development,Rail Vikas Nigam Ltd,Item Rate,1700000.0,Ghost material entry for site #99,INR,1
b813f02b,2025-02-03,CPWD (Central Public Works Department),Infosys Ltd,EPC (Engineering Procurement Construction),1697012.23,Horticulture works for central vista,INR,0
d82bef08,2025-07-14,NHAI (National Highways Authority of India),Infosys Ltd,Consultancy,1203094.22,Road safety consultancy services,INR,0
be4a4a94,2025-12-27,NHAI (National Highways Authority of India),GMR Infrastructure,EPC (Engineering Procurement Construction),21700059.84,Construction of 4-lane highway section Package-IV,INR,0
1642f4dc,2025-12-19,Ministry of Defence,Adani Enterprises,Item Rate,213373.98,Supply of high-altitude clothing,INR,0
cddbf226,2025-09-20,Ministry of Defence,Shapoorji Pallonji Group,Consultancy,551883.04,Supply of high-altitude clothing,INR,0
22ab6444,2025-08-21,Ministry of Railways,Hindustan Construction Co,Item Rate,141845.86,Procurement of rolling stock components,INR,0
6ccb862e,2025-05-30,Ministry of Defence,Rail Vikas Nigam Ltd,Consultancy,1027079.26,Procurement of spare parts for vehicles,INR,0
4aac6747,2025-02-23,Ministry of Railways,GMR Infrastructure,Lump Sum,665343.09,Track renewal works for Northern Zone,INR,0
f04a8c3d,2025-12-04,Ministry of Railways,GMR Infrastructure,EPC (Engineering Procurement Construction),176544.05,Procurement of rolling stock components,INR,0
ddced04a,2025-05-02,NHAI (National Highways Authority of India),Hindustan Construction Co,Lump Sum,207300.76,Road safety consultancy services,INR,0
605a82b0,2025-07-18,Ministry of Rural Development,Hindustan Construction Co,Consultancy,196323009.2,Urgent supply - Vendor TBD,INR,1
77c3671b,2025-12-04,CPWD (Central Public Works Department),Infosys Ltd,Consultancy,424272.34,Electrical maintenance of Nirman Bhawan,INR,0
60c027b4,2025-10-23,Ministry of Rural Development,Rail Vikas Nigam Ltd,Consultancy,336244.29,Skill development training program,INR,0
fdbab33c,2025-05-07,CPWD (Central Public Works Department),Infosys Ltd,EPC (Engineering Procurement Construction),6377107.1,Electrical maintenance of Parliament Annexe,INR,0
912c6a1b,2025-11-07,Ministry of Rural Development,Bharat Electronics Ltd,Item Rate,19043506.28,Skill development training program,INR,0
cc6a52d6,2026-01-04,CPWD (Central Public Works Department),Reliance Infrastructure,EPC (Engineering Procurement Construction),3793642.24,Horticulture works for central vista,INR,0
627742e0,2025-11-19,CPWD (Central Public Works Department),Tata Projects Ltd,EPC (Engineering Procurement Construction),3593893.82,Horticulture works for central vista,INR,0
61894a6d,2025-12-06,Ministry of Health & Family Welfare,Infosys Ltd,Lump Sum,100000.0,Miscellaneous liaisoning charges,INR,1
16fd9d08,2025-01-11,Ministry of Rural Development,Tata Projects Ltd,Lump Sum,6121361.63,Skill development training program,INR,0
67d92418,2025-01-17,NHAI (National Highways Authority of India),Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),2573917.06,Road safety consultancy services,INR,0
e15bdeb8,2025-09-14,CPWD (Central Public Works Department),Reliance Infrastructure,Lump Sum,91073.54,Horticulture works for central vista,INR,0
d307c73e,2025-04-16,CPWD (Central Public Works Department),Patanjali Ayurved,Item Rate,609655.68,Horticulture works for central vista,INR,0
c5d563bf,2025-10-20,Ministry of Defence,Adani Enterprises,Item Rate,1456304.13,Maintenance of cantonment roads,INR,0
66b58add,2025-10-16,Ministry of Health & Family Welfare,Bharat Electronics Ltd,Consultancy,7326084.19,Hospital management works,INR,0
611b4b31,2025-04-28,Ministry of Defence,Adani Enterprises,Lump Sum,1395075.34,Procurement of spare parts for vehicles,INR,0
b12eb3e6,2026-01-06,Ministry of Railways,Infosys Ltd,Item Rate,55688271.37,Urgent supply - Vendor TBD,INR,1
50690a81,2025-10-23,Ministry of Railways,Shapoorji Pallonji Group,Lump Sum,167148.63,Signalling modernization for New Delhi,INR,0
29a8c5ec,2025-11-28,CPWD (Central Public Works Department),Hindustan Construction Co,Consultancy,517039.25,Horticulture works for central vista,INR,0
54d7361e,2025-08-24,Ministry of Railways,Rail Vikas Nigam Ltd,Consultancy,4667689.99,Procurement of rolling stock components,INR,0
2c0b4df1,2025-05-26,CPWD (Central Public Works Department),Adani Enterprises,EPC (Engineering Procurement Construction),173297.67,Horticulture works for central vista,INR,0
55d35690,2025-08-16,Ministry of Rural Development,Adani Enterprises,Item Rate,235373.72,Road construction under PMGSY,INR,0
56a1db84,2026-01-06,Ministry of Rural Development,Wipro Government Solutions,Item Rate,753079.45,Skill development training program,INR,0
a2f6e83f,2025-11-18,Ministry of Defence,Rail Vikas Nigam Ltd,Consultancy,1633757.05,Procurement of spare parts for vehicles,INR,0
95463d87,2025-09-24,Ministry of Railways,Larsen & Toubro Ltd,Item Rate,551744.03,Track renewal works for Northern Zone,INR,0
a422f3e6,2025-05-11,Ministry of Rural Development,Bharat Electronics Ltd,Lump Sum,1775245.1,Skill development training program,INR,0
2bc27134,2025-12-21,Ministry of Rural Development,Hindustan Construction Co,Consultancy,1020695.52,Water conservation project,INR,0
31630b80,2025-11-04,NHAI (National Highways Authority of India),Hindustan Construction Co,Lump Sum,52715.65,Road safety consultancy services,INR,0
af7236de,2025-08-23,Ministry of Railways,Wipro Government Solutions,EPC (Engineering Procurement Construction),1121983.24,Track renewal works for Northern Zone,INR,0
df77c237,2025-05-29,NHAI (National Highways Authority of India),Tata Projects Ltd,Consultancy,112589463.31,Urgent supply - Vendor TBD,INR,1
38c06fd0,2025-03-04,Ministry of Rural Development,Bharat Electronics Ltd,Lump Sum,1268063.46,Road construction under PMGSY,INR,0
da2a7ffa,2025-11-09,Ministry of Health & Family Welfare,Bharat Electronics Ltd,Consultancy,55796.39,Hospital management works,INR,0
a2527480,2025-06-20,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,Consultancy,6219180.82,Road safety consultancy services,INR,0
e7a146ea,2025-10-27,CPWD (Central Public Works Department),Bharat Electronics Ltd,Lump Sum,9617438.09,Renovation of government quarters,INR,0
0923f833,2025-10-05,NHAI (National Highways Authority of India),Wipro Government Solutions,EPC (Engineering Procurement Construction),15616745.58,Construction of 4-lane highway section km 10-50,INR,0
a8010254,2025-07-21,Ministry of Defence,GMR Infrastructure,Item Rate,814219.92,Procurement of spare parts for vehicles,INR,0
75083376,2025-04-07,Ministry of Rural Development,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),11612563.52,Skill development training program,INR,0
af30ced0,2025-09-10,Ministry of Defence,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),1342581.35,Procurement of spare parts for vehicles,INR,0
7e42f3d9,2025-05-05,Ministry of Rural Development,Adani Enterprises,Consultancy,2981979.68,Road construction under PMGSY,INR,0
4e69082c,2025-05-20,Ministry of Rural Development,GMR Infrastructure,Item Rate,4487056.37,Water conservation project,INR,0
bf593004,2025-11-07,NHAI (National Highways Authority of India),Reliance Infrastructure,Lump Sum,238508.77,Toll plaza operation and maintenance,INR,0
